,Unnamed: 0,tender_id,tender_country,tender_year,tender_title,tender_mainCpv,tender_cpvs,tender_procedureType,buyer_id,buyer_name,buyer_city,buyer_country,buyer_postcode,bidder_id,bidder_name,bidder_city,bidder_country,bidder_postcode,bid_price,bid_price_EUR,bid_price_currency,tender_estimatedPrice,tender_estimatedPrice_EUR,tender_estimatedPrice_currency,tender_finalPrice,tender_finalPrice_EUR,tender_finalPrice_currency,tender_indicator_INTEGRITY_ADVERTISEMENT_PERIOD,tender_indicator_INTEGRITY_CALL_FOR_TENDER_PUBLICATION,tender_indicator_INTEGRITY_DECISION_PERIOD,tender_indicator_INTEGRITY_NEW_COMPANY,tender_indicator_INTEGRITY_PROCEDURE_TYPE,tender_indicator_INTEGRITY_SINGLE_BID,tender_indicator_INTEGRITY_TAX_HAVEN,tender_three_Cpvs
287729,86582,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_44e2c8e5ca040bf75a77bb4ea19743678efbedd9afd4c9178f6cbba282ebd57c,Gallin SAS,Montluel Cedex,FR,01124,8000.0,8000.0,EUR,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
287730,86583,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_ac61c4d90a8d92a9799e4cd282ccb72125fd29a9c97f4ae541ef411857a618cb,Securhit Group,Chambéry,FR,73000,5000.0,5000.0,EUR,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
287731,86584,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_cfbf7e78b8e28d022d22cbcabd788f1371f1e801f857f37fb7eb8c2c0135fe37,Somatico,Mont-Saint-Aignan,FR,76130,7000.0,7000.0,EUR,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
287732,86585,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_612668fb46653e218eadb8c96ea04845495bbf73eeb995fac5429df4c04b7afe,Courant SAS,Angers,FR,49000,15000.0,15000.0,EUR,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
287733,86586,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_5a40373fbd586769947a184e7c05abf022cff235dea399be61d8ad4f9b68ea38,Beauplet Languille,Laval Cedex 9,,53020,,,,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
287734,86587,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_ac61c4d90a8d92a9799e4cd282ccb72125fd29a9c97f4ae541ef411857a618cb,Securhit Group,Chambéry,FR,73000,,,,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
287735,86588,0cb19d57-5bd6-4293-a846-cf039bde06c8,FR,2015.0,Mp 201501: fourniture de petits matériels d'incendie et de secours et pièces détachées.,35311400,"35311400,31500000,31121000,35110000,34928410",OPEN,EU_body_07e15146b5b0d443a9bb58fce99d2523b9fa7e48157055ef836877eb3a270b3e,SDIS de la Mayenne,Laval Cedex,FR,53005,EU_body_2fe830ad86c1e4499e3b8bf27854071d939c668a6064b5f704b4852b920d18d5,Leader,Octeville-sur-Mer,FR,76930,8000.0,8000.0,EUR,,,,313500.0,313500.0,EUR,100.0,100.0,0.0,,100.0,0.0,100.0,353
290764,89948,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_34dbdf94b6d811b3e3ee917cd86859ea2b0933210a1ad13f63b0a1c16433955b,Sécurité tir équipement,SALON DE PROVENCE,FR,13300,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290765,89949,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_b383d792a925c30a634ca6885eb862700ffe7ea71cd30c934b04a016c3b46294,PADD — formes équestres,Toulouse,,31200,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290766,89950,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_34dbdf94b6d811b3e3ee917cd86859ea2b0933210a1ad13f63b0a1c16433955b,Sécurité tir équipement,SALON DE PROVENCE,FR,13300,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290767,89951,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_1f088e04e06713e95f5e0e65427683b0a7b0077c48aa2e0a5048b3f605d9a717,Frohman Uniformes,Jouy-aux-Arches,FR,57130,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290768,89952,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_32372617fcc1c0c2c1437ff361c5b14258866d7aad9e69fab16af7286a278eeb,Promo collectivités,Gennevilliers,,92230,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290769,89953,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_34dbdf94b6d811b3e3ee917cd86859ea2b0933210a1ad13f63b0a1c16433955b,Sécurité tir équipement,SALON DE PROVENCE,FR,13300,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290770,89954,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_34dbdf94b6d811b3e3ee917cd86859ea2b0933210a1ad13f63b0a1c16433955b,Sécurité tir équipement,SALON DE PROVENCE,FR,13300,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
290771,89955,2c4d8e75-9c7c-4bac-bfc0-ab0575f4ab89,FR,2015.0,"No 14v144ao - pt/Jm - fourniture de matériel d'armement, accesssoires, uniformes, articles vestimentaires, équipements équestres spécifiques pour la police municipale et petit matériel - 2015/2016 renouvelable pour 2016/2017, 2017/2018 et 2018/2019.",35300000,"35300000,35815000,18100000,18832000,19000000",OPEN,EU_body_a8a82a6a1436aa35d4ff0ff86547372fbfe9d9c4449be3123b80ecee38db0082,Ville de Toulouse,Toulouse,FR,31000,EU_body_1f088e04e06713e95f5e0e65427683b0a7b0077c48aa2e0a5048b3f605d9a717,Frohman Uniformes,Jouy-aux-Arches,FR,57130,,,,,,,,,,0.0,100.0,100.0,,100.0,0.0,100.0,353
308553,1509,15524c13-28cf-498c-97f4-41bfc6b31461,FR,2014.0,Marché relatif à la fourniture de bâtons télescopiques de protection pour les agents de la direction générale des douanes et droits indirects.,35310000,35310000,OPEN,EU_body_478e75471283e3802eade319de8e93fb5c08af6cd218eba9e3467c4976170987,DGDDI,Montreuil,FR,93558,EU_body_d6b0b13dab735cce0f55c699e5dd52aaa8960028860d552d3747da58157f7a99,GK Professional,Paris,FR,75020,,,,,,,,,,100.0,0.0,100.0,100.0,100.0,100.0,100.0,353
328453,24219,e643fc37-ce42-45d7-ab5d-e4e18d304b95,FR,2014.0,C4554C0470 «Déploiement carte UC-CLX2 et station de Maintenance sur les KIT 900.,35710000,35710000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_d571095baa43ed0ad3a5b9e5c8f3586d6cf69f94c6d3089cc9b0cdce6c608358,EDF,Paris La Défense,FR,92050.0,,,,,,,,,,,,,,,100.0,0.0,100.0,100.0,0.0,0.0,,357
348282,46625,dffda8db-835a-464d-8d45-4ae0b2a2876a,FR,2014.0,Fourniture de lances à eau à main pour les sapeurs-pompiers du SDIS 35 (années 2014 à 2017),35311400,35311400,OPEN,EU_body_94bf35697f7d07beeffb5383d4296602f3074982a1287e6ae10dd7f0a457528f,Service départemental d'incendie et de secours d'Ille-et-Vilaine,Rennes Cedex 7,FR,35701,EU_body_f09c79c749fd516b0cb0ea91274dfb9f74b88e3a30c3f526938a2ba343839b6f,Leader,Le Havre,FR,76930,,,,,,,,,,100.0,0.0,100.0,,100.0,100.0,100.0,353
354257,53393,11802b3d-4ecd-4806-b3ff-4e40e02018d6,FR,2014.0,C455C11950- industrialisation du PSPR.,35710000,35710000,NEGOTIATED_WITH_PUBLICATION,EU_body_523ce1514931b2f1b028e6bc993fa4450b274c0d92edc69c45aff2aef1e51ae0,EDF SA (DA-AAI-CIPN),Marseille Cedex 20,FR,13401,,,,,,,,,,,,,,,100.0,0.0,100.0,100.0,0.0,100.0,,357
366335,67135,a583a5ad-51b3-4775-9123-cc984512684f,FR,2014.0,"Fabrication de sabres, épées et poignards avec fourreaux au profit du personnel militaire du ministère de la défense",35311100,35311100,OPEN,EU_body_c1a17fca32e50840942a27cdd87134794f49eea599492a5f5ef7e21ca68a8d12,Mindef/EMA/DCSCA/Cescof/Antenne navale,Toulon Cedex 9,FR,83800,EU_body_c3f120a82d4ad446b627d9ed96004ffdeaf09b38559dfd639eb12125c43a82ec,WKC STAHL,Solingen,DE,42719,75000.0,75000.0,EUR,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,353
366336,67136,a583a5ad-51b3-4775-9123-cc984512684f,FR,2014.0,"Fabrication de sabres, épées et poignards avec fourreaux au profit du personnel militaire du ministère de la défense",35311100,35311100,OPEN,EU_body_c1a17fca32e50840942a27cdd87134794f49eea599492a5f5ef7e21ca68a8d12,Mindef/EMA/DCSCA/Cescof/Antenne navale,Toulon Cedex 9,FR,83800,EU_body_c3f120a82d4ad446b627d9ed96004ffdeaf09b38559dfd639eb12125c43a82ec,WKC STAHL,Solingen,DE,42719,298000.0,298000.0,EUR,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,353
366337,67137,a583a5ad-51b3-4775-9123-cc984512684f,FR,2014.0,"Fabrication de sabres, épées et poignards avec fourreaux au profit du personnel militaire du ministère de la défense",35311100,35311100,OPEN,EU_body_c1a17fca32e50840942a27cdd87134794f49eea599492a5f5ef7e21ca68a8d12,Mindef/EMA/DCSCA/Cescof/Antenne navale,Toulon Cedex 9,FR,83800,EU_body_c3f120a82d4ad446b627d9ed96004ffdeaf09b38559dfd639eb12125c43a82ec,WKC STAHL,Solingen,DE,42719,398000.0,398000.0,EUR,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,353
366338,67138,a583a5ad-51b3-4775-9123-cc984512684f,FR,2014.0,"Fabrication de sabres, épées et poignards avec fourreaux au profit du personnel militaire du ministère de la défense",35311100,35311100,OPEN,EU_body_c1a17fca32e50840942a27cdd87134794f49eea599492a5f5ef7e21ca68a8d12,Mindef/EMA/DCSCA/Cescof/Antenne navale,Toulon Cedex 9,FR,83800,EU_body_c3f120a82d4ad446b627d9ed96004ffdeaf09b38559dfd639eb12125c43a82ec,WKC STAHL,Solingen,DE,42719,1696500.0,1696500.0,EUR,,,,,,,100.0,100.0,100.0,,100.0,100.0,100.0,353
388263,91748,9fea7b07-eefb-46ab-bb0e-a80f5b7ec904,FR,2014.0,"Faisabilité, développement et qualification d'une munition de 40 mm de marquage d'impact fumigène pour arme de 40 CTC.",35330000,35330000,NEGOTIATED_WITH_PUBLICATION,FR_body_e8be3e706b3202bab2d6b2dbd686738c2146924f37883f8ab46aed91d0c3c8d0,dga/sca.,Bagneux cedex,,92221,FR_body_2a661051048125bfca6c4e05d7610234add9762ed0ad2cdf544c863ba22cd07b,"CTAI,",Bourges Cedex.,,18023,,,,,,,,,,100.0,0.0,100.0,,0.0,,,353
404244,109571,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_12ea921a40da5f13af9887ff94d06d4e2c5cd17247c33b35d4c88e5eb3bfc1ac,AgustaWestland SpA,Cascina Costa (VA),IT,,1010000.0,1010000.0,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404245,109572,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_2602cf4cb7822757dbd12c669bea22be9f24e7ce27678d614806b5f744b15d38,Société Eskudero,Hendaye,FR,64700,26449.16,26449.16,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404246,109574,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_19507fca86ed86e89c1d9b7b119efb1ca99c90042f431067847b124009021b3c,Société Jardinal,Toulouse,FR,31100,266070.97,266070.97,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404247,109576,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_5f4feac98db3c72c3001692af8a4e3e8cff2918d112d665f56fc7209c33f98fd,Société Novaflore,Montussan,FR,33450,33949.68,33949.68,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404248,109578,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_5f4feac98db3c72c3001692af8a4e3e8cff2918d112d665f56fc7209c33f98fd,Société Novaflore,Montussan,FR,33450,19528.04,19528.04,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404249,109579,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_9eb7b99bbb9599656ef311ae3b4498dd95469446627ad6727b9a0b3d7551ebdc,Société ISS espaces verts,Val-de-Reuil Cedex,FR,27103,77521.27,77521.27,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404250,109580,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_9eb7b99bbb9599656ef311ae3b4498dd95469446627ad6727b9a0b3d7551ebdc,Société ISS espaces verts,Val-de-Reuil Cedex,FR,27103,43570.94,43570.94,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
404251,109581,536198a9-fb84-4c84-8207-1db235b05d7a,FR,2014.0,Contrat d'entretien des espaces verts pour le patrimoine d'ICF Habitat Atlantique.,35611500,"77310000,35611500",OPEN,EU_body_4dd03f6aab86714002571fc4c3e334c58fd830ee2d83a62d2f4b81bb49cf25ce,ICF Atlantique SA HLM,Paris,FR,75010,EU_body_29b0b3e3d4815995114226e12cf376a009d48f4fef71c338c7cc63bd886be062,Société Aquaterre,Montivilliers,FR,76290,14981.82,14981.82,EUR,,,,,,,100.0,100.0,0.0,,100.0,0.0,100.0,356
410892,117087,b3be15e0-15a2-494d-a468-25588418603f,FR,2014.0,"Fourniture d'artifices à main éclairants visible de portée 300m, fourniture d'artifices à main éclairants visible de portée 600m et fourniture d'artifices à main éclairants infra rouge de portée 600m et des éléments nécessaires à leurs qualifications.",35300000,35300000,NEGOTIATED_WITH_PUBLICATION,FR_body_e8be3e706b3202bab2d6b2dbd686738c2146924f37883f8ab46aed91d0c3c8d0,dga/sca.,Bagneux cedex,,92221,FR_body_2325de6a85cad27cfaadfd726a2b60ac221f21eb7781beff81d29410f383b4d0,"Rheinmetall Waffe Munition GmbH,",UNTERLUESS,DE,29345,,,,,,,,,,100.0,0.0,100.0,100.0,0.0,,100.0,353
425179,6407,2e1b2d5a-8211-4372-9e68-88fc4fc9106b,FR,2011.0,"2011a11t20035 Fourniture de rechanges d'articles de transmission mécanique, dans le cadre des besoins préventifs non prévisibles nécessaires au maintien en condition opérationnelle des éléments de la force maritime.",35520000,35520000,OPEN,EU_body_64e01fbf779bbbe49f7d625e29b0aced7a4e7b229d596194f0d42231a3df4fcd,Marine/DCSSF/DSSF Toulon,Toulon Cedex 9,FR,83800.0,EU_body_85bde749e273398690c00586e151a7b8b6ca9cdaae506719a25a74c2901e28bb,Colfax Imo Pompes,Tours,FR,37100,138904.0,138904.0,EUR,,,,140719.95,140719.95,EUR,100.0,0.0,100.0,100.0,100.0,100.0,100.0,355
425180,6408,2e1b2d5a-8211-4372-9e68-88fc4fc9106b,FR,2011.0,"2011a11t20035 Fourniture de rechanges d'articles de transmission mécanique, dans le cadre des besoins préventifs non prévisibles nécessaires au maintien en condition opérationnelle des éléments de la force maritime.",35520000,35520000,OPEN,EU_body_64e01fbf779bbbe49f7d625e29b0aced7a4e7b229d596194f0d42231a3df4fcd,Marine/DCSSF/DSSF Toulon,Toulon Cedex 9,FR,83800.0,EU_body_86ecb31c285d1d0a68c7a26212322fbac0e1e88aaed140fdceb8e8c72088a713,Nevatel,GARANCIERES,FR,78890,1815.95,1815.95,EUR,,,,140719.95,140719.95,EUR,100.0,0.0,100.0,100.0,100.0,100.0,100.0,355
426089,7398,5c0a18de-944c-4710-8bc1-0e5f7d055e67,FR,2011.0,"Mise en oeuvre, maintenance d'un portail, solution de dématerialisation et télétransmission des actes soumis au contrôle de legalité d'un tiers déclarant.",35710000,35710000,NEGOTIATED_WITHOUT_PUBLICATION,EU_body_86214f5669c0ac94ed5c249129b9b596f136d027f0c043f97ad626b9588a5f11,Mairie d'Antony,Antony,FR,92160.0,EU_body_9922e5fb1b13e908bbd6a75747ed206e2a8e9496b3c57c45d0c7d0a06e5a1cf5,CDC FAST,Paris,FR,75007,,,,,,,,,,100.0,0.0,100.0,,0.0,100.0,100.0,357
432674,14612,6c15147f-c8ff-49b3-8a1b-747df9516616,FR,2011.0,"Étude, réalisation, fourniture et maintien en condition opérationnelle d'un système téléopéré de reconnaissance et d'intervention sous-marines pour la marine Nationale et réalisation de prestations associées.",35512400,35512400,NEGOTIATED_WITH_PUBLICATION,FR_body_e8be3e706b3202bab2d6b2dbd686738c2146924f37883f8ab46aed91d0c3c8d0,dga/sca.,Bagneux cedex,,92221,FR_body_d3fb673d9299eb68dd83adff790415dacba79a02e8cc11d6299ec996e3231968,"ECA,",Toulon Cedex 09.,,83078,,,,,,,,,,100.0,100.0,0.0,,0.0,,,355
432684,14622,694cd354-1f8a-4467-88f0-bfe01527d9b9,FR,2011.0,"Fabrication et fourniture d'épées, de ceinturons et de porte-épées pour les élèves, les cadres militaires et des personnalités de l'Ecole polytechnique.",35311100,"35311100,18425000",OPEN,EU_body_06e8995dfdbf9941822b408345d6165d0d16013c9ce61a507ab5e1d3ef2cf5d0,Mindef/ESTM/EPA/école polytechnique,Palaiseau Cedex,FR,91128,EU_body_cd233aac9ccb656e8a6039cc8553f30f0fe0c9e15f4e601f139a8c458e65398e,L'Armurier Saint-Etienne,ST ETIENNE,FR,42100,,,,,,,,,,100.0,0.0,100.0,,100.0,100.0,100.0,353
432685,14623,694cd354-1f8a-4467-88f0-bfe01527d9b9,FR,2011.0,"Fabrication et fourniture d'épées, de ceinturons et de porte-épées pour les élèves, les cadres militaires et des personnalités de l'Ecole polytechnique.",35311100,"35311100,18425000",OPEN,EU_body_06e8995dfdbf9941822b408345d6165d0d16013c9ce61a507ab5e1d3ef2cf5d0,Mindef/ESTM/EPA/école polytechnique,Palaiseau Cedex,FR,91128,EU_body_917c8be4346889cb1714d25ea3700e438c63787993e8ff7c3ab6e00b63e03be3,Borrel Bouvard Artaud,La Chartre-sur-le-Loir,FR,72340,,,,,,,,,,100.0,0.0,100.0,,100.0,100.0,100.0,353
432879,14832,764b9d48-4c8a-489a-9bf5-2f6170a20e5f,FR,2011.0,"2010a10t20057 fourniture de rechanges de joints d'étanchéité divers de marques Paulstra, Imperator, James Walker, Garlock, Latty, Le Joint Francais ou équivalent dans le cadre des besoins prévisibles necessaires au maintien en condition opérationnelle des éléments de la force maritime.",35520000,"35520000,34312500",OPEN,EU_body_64e01fbf779bbbe49f7d625e29b0aced7a4e7b229d596194f0d42231a3df4fcd,Marine/DCSSF/DSSF Toulon,Toulon Cedex 9,FR,83800,EU_body_c54a1abdf17097324bf4b7f93f208d341d9a1b898c54989d6192c4d5e66162d7,FPM,Saint Thibault des Vignes,FR,77400,23042.35,23042.35,EUR,,,,266400.47,266400.47,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,355
432880,14833,764b9d48-4c8a-489a-9bf5-2f6170a20e5f,FR,2011.0,"2010a10t20057 fourniture de rechanges de joints d'étanchéité divers de marques Paulstra, Imperator, James Walker, Garlock, Latty, Le Joint Francais ou équivalent dans le cadre des besoins prévisibles necessaires au maintien en condition opérationnelle des éléments de la force maritime.",35520000,"35520000,34312500",OPEN,EU_body_64e01fbf779bbbe49f7d625e29b0aced7a4e7b229d596194f0d42231a3df4fcd,Marine/DCSSF/DSSF Toulon,Toulon Cedex 9,FR,83800,EU_body_43294112f3964185f4b4cc2ab4a3d70b86f41772eebac79840164d3c6339fb50,Fichou,Brest,FR,29200,65230.59,65230.59,EUR,,,,266400.47,266400.47,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,355
432881,14834,764b9d48-4c8a-489a-9bf5-2f6170a20e5f,FR,2011.0,"2010a10t20057 fourniture de rechanges de joints d'étanchéité divers de marques Paulstra, Imperator, James Walker, Garlock, Latty, Le Joint Francais ou équivalent dans le cadre des besoins prévisibles necessaires au maintien en condition opérationnelle des éléments de la force maritime.",35520000,"35520000,34312500",OPEN,EU_body_64e01fbf779bbbe49f7d625e29b0aced7a4e7b229d596194f0d42231a3df4fcd,Marine/DCSSF/DSSF Toulon,Toulon Cedex 9,FR,83800,EU_body_77283dede915e26df0621c69c5a1297b38c6d54da2c553cbd8ff811e4cd2bb78,Fichou,,FR,,64395.0,64395.0,EUR,,,,266400.47,266400.47,EUR,100.0,0.0,100.0,,100.0,0.0,100.0,355
